person,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,in_frame_sample,group,contact_traced_covid_cases
17016,1976,Stayed the Same,Increased,Decreased,Decreased,Stayed the Same,Government regulations,"Provincial, Territorial or Municipal Government Programs","NA",Yes,6 months to less than 12 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,4
17019,2007,Decreased,Increased,Stayed the Same,Increased,Stayed the Same,Shortage of labour force,Regional Relief and Recovery Fund,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17026,1992,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Decreased,Cost of delivery and take out,CEWS,"NA",No,1 month to less than 3 months,No,"NA",No,No,"NA","NA",No,1,2,2
17039,1935,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,None of the Above,Waiting for approval or submitting application,No,12 months or more,No,"NA",No,No,"NA","NA",No,1,2,2
17040,1909,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,CEWS,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17042,1936,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,"Provincial, Territorial or Municipal Government Programs","NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17043,1980,Decreased,Decreased,Decreased,Increased,Increased,Insufficent and/or fluctuating customer demand,CEWS,"NA",Don't Know,12 months or more,Yes,West Asian,No,Yes,Yes,"NA",Yes,1,2,0
17045,2020,Increased,Stayed the Same,Stayed the Same,Increased,Decreased,Cost of insurance,CEBA,"NA",Yes,12 months or more,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,2
17047,1941,Stayed the Same,Increased,Stayed the Same,Increased,Increased,Recruiting and training skilled employees,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17049,1950,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Shortage of space and equipment,CERS,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17055,1914,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of insurance,CEBA,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17057,1954,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,Temporary 10% Wage Subsidy,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17061,2009,Increased,Stayed the Same,Decreased,Increased,Increased,Increasing competition,Financial Institution (Term Loan or Line-of-Credit,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17063,1941,Decreased,Stayed the Same,Decreased,Increased,Stayed the Same,"NA",Loan from Family or Friends,"NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
17068,1903,Increased,Stayed the Same,Decreased,Decreased,Decreased,Rent expenses,Other,"NA",Yes,12 months or more,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,2
17072,2016,Decreased,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,Regional Relief and Recovery Fund,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17076,1977,Increased,Stayed the Same,Increased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,2,1
17077,1946,Increased,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17080,1956,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Maintaining sufficient cash flow or managing debt,Other,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17083,1958,Increased,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,CECRA,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17087,1966,Increased,Increased,Decreased,Increased,Decreased,Increasing competition,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Don't Know,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,2,4
17094,1973,Decreased,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,None of the Above,Lack of awareness,Don't Know,6 months to less than 12 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,6
17098,2019,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Increased,Cost of insurance,Regional Relief and Recovery Fund,"NA",Don't Know,12 months or more,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,3
17099,1955,Decreased,Stayed the Same,Increased,Increased,Stayed the Same,Cost of delivery and take out,None of the Above,Did not meet eligibility requirements,Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17102,1919,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,High speed internet,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,2,5
17109,1924,Increased,Stayed the Same,Decreased,Increased,Decreased,"NA",None of the Above,Lack of awareness,Don't Know,12 months or more,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,2,5
17118,1926,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Government regulations,Other,"NA",Yes,Less than 1 month,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,7
17119,2000,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,High speed internet,Regional Relief and Recovery Fund,"NA",Don't Know,3 months to less than 6 months,Yes,Arab,No,Yes,Yes,"NA",Yes,1,2,2
17130,1918,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Insufficent and/or fluctuating customer demand,CECRA,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17134,1971,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Cost of delivery and take out,Temporary 10% Wage Subsidy,"NA",No,Less than 1 month,No,"NA",No,Yes,"No, but our business used to use it",I don't trust these platforms,Yes,1,2,2
17137,1935,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Decreased,Rising cost of inputs,None of the Above,Waiting for approval or submitting application,No,1 month to less than 3 months,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,2,0
17142,1993,Stayed the Same,Decreased,Stayed the Same,Decreased,Decreased,Increasing competition,Other,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17143,2012,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Loan from Family or Friends,"NA",Don't Know,Less than 1 month,Yes,Chinese,No,No,"NA","NA",Yes,1,2,8
17145,1927,Stayed the Same,Decreased,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,Other,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17150,1951,Stayed the Same,Increased,Stayed the Same,Increased,Increased,Maintaining sufficient cash flow or managing debt,CERS,"NA",Yes,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17154,1989,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Government regulations,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,6 months to less than 12 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,2
17157,1992,Decreased,Stayed the Same,Stayed the Same,Increased,Decreased,Rising cost of inputs,Other,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17160,2003,Decreased,Increased,Increased,Decreased,Decreased,Insufficent and/or fluctuating customer demand,"Provincial, Territorial or Municipal Government Programs","NA",No,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,2
17171,1985,Increased,Decreased,Decreased,Increased,Increased,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17173,1937,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rent expenses,Loan from Family or Friends,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17180,1916,Stayed the Same,Increased,Stayed the Same,Increased,Decreased,Cost of insurance,None of the Above,Funding or credit not needed,Yes,Less than 1 month,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,4
17182,1951,Decreased,Decreased,Decreased,Stayed the Same,Decreased,Cost of insurance,Other,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,2,0
17185,1991,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Shortage of labour force,CEBA,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17186,1981,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Increased,Rising cost of inputs,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17189,2000,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Insufficent and/or fluctuating customer demand,CEBA,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17195,1962,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,CERS,"NA",Yes,Less than 1 month,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,0
17196,1959,Decreased,Increased,Increased,Stayed the Same,Decreased,Government regulations,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17199,1990,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,Government regulations,Regional Relief and Recovery Fund,"NA",Don't Know,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,7
17200,1957,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA","Provincial, Territorial or Municipal Government Programs","NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17201,1971,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Recruiting and training skilled employees,Regional Relief and Recovery Fund,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,8
17203,1920,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Insufficent and/or fluctuating customer demand,CEWS,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,2,1
17204,1947,Increased,Stayed the Same,Stayed the Same,Decreased,Decreased,Insufficent and/or fluctuating customer demand,CEWS,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,7
17205,1964,Decreased,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,CEWS,"NA",Yes,1 month to less than 3 months,Yes,Korean,No,No,"NA","NA",Yes,1,2,3
17207,1955,Increased,Stayed the Same,Decreased,Increased,Decreased,High speed internet,Temporary 10% Wage Subsidy,"NA",No,1 month to less than 3 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,5
17216,1969,Decreased,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Recruiting and training skilled employees,CECRA,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17221,1926,Decreased,Decreased,Increased,Stayed the Same,Stayed the Same,Other,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17226,1901,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Supply chain challenges,"Provincial, Territorial or Municipal Government Programs","NA",Yes,3 months to less than 6 months,Yes,Korean,No,No,"NA","NA",Yes,1,2,2
17230,1965,Stayed the Same,Decreased,Increased,Increased,Stayed the Same,High speed internet,CERS,"NA",No,Don't Know,No,"NA",No,No,"NA","NA",Yes,1,2,4
17232,1941,Decreased,Stayed the Same,Decreased,Increased,Increased,High speed internet,None of the Above,Waiting for approval or submitting application,Don't Know,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17234,2014,Decreased,Decreased,Decreased,Increased,Decreased,Rising cost of inputs,CECRA,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17241,1949,Decreased,Stayed the Same,Decreased,Increased,Decreased,"NA",CEWS,"NA",No,Not considering permanent closure or bankrupcy,Yes,Latin American,No,Yes,Yes,"NA",Yes,1,2,4
17244,1969,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Increasing competition,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17249,2019,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,Rising cost of inputs,Financial Institution (Term Loan or Line-of-Credit,"NA",No,3 months to less than 6 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,8
17255,1927,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Other,Regional Relief and Recovery Fund,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17261,1971,Decreased,Stayed the Same,Decreased,Increased,Stayed the Same,Recruiting and training skilled employees,CECRA,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17265,2021,Increased,Increased,Increased,Stayed the Same,Stayed the Same,Shortage of space and equipment,None of the Above,Unable to fill out application,Yes,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,2
17273,1930,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Rent expenses,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17281,1970,Increased,Stayed the Same,Decreased,Decreased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Temporary 10% Wage Subsidy,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,2,4
17288,1977,Increased,Decreased,Increased,Increased,Decreased,Rising cost of inputs,CECRA,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17297,1974,Decreased,Stayed the Same,Stayed the Same,Decreased,Increased,Shortage of labour force,None of the Above,Did not meet eligibility requirements,No,Don't Know,Yes,West Asian,No,Yes,Yes,"NA",Yes,1,2,3
17298,1986,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Increasing competition,Temporary 10% Wage Subsidy,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17305,1953,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Supply chain challenges,CECRA,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17311,1997,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Other,Regional Relief and Recovery Fund,"NA",Don't Know,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,2,7
17314,1940,Stayed the Same,Decreased,Decreased,Increased,Decreased,Cost of delivery and take out,CEWS,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17315,1931,Decreased,Stayed the Same,Stayed the Same,Decreased,Decreased,Other,CECRA,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
17321,1986,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Supply chain challenges,Regional Relief and Recovery Fund,"NA",No,12 months or more,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,2,4
17329,1904,Stayed the Same,Increased,Decreased,Increased,Decreased,Shortage of space and equipment,CEWS,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17342,1913,Decreased,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,CECRA,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
17349,1981,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Rising cost of inputs,Regional Relief and Recovery Fund,"NA",No,12 months or more,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,1
17350,1915,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Other,Other,"NA",Yes,Don't Know,Yes,Black,Yes,Yes,Yes,"NA",Yes,1,2,3
17351,1938,Decreased,Increased,Stayed the Same,Decreased,Increased,Supply chain challenges,CERS,"NA",No,6 months to less than 12 months,Yes,Chinese,No,No,"NA","NA",Yes,1,2,4
17356,1912,Stayed the Same,Increased,Decreased,Stayed the Same,Decreased,Other,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,2,7
17368,1998,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Recruiting and training skilled employees,CEWS,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17372,1920,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Decreased,Cost of insurance,Regional Relief and Recovery Fund,"NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17375,1903,Stayed the Same,Increased,Decreased,Stayed the Same,Increased,Increasing competition,None of the Above,Did not meet eligibility requirements,No,3 months to less than 6 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,1
17379,1943,Stayed the Same,Increased,Increased,Increased,Decreased,Cost of delivery and take out,CEBA,"NA",Yes,6 months to less than 12 months,Yes,Southeast Asian,No,Yes,Yes,"NA",Yes,1,2,1
17380,1908,Decreased,Stayed the Same,Increased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Less than 1 month,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,5
17381,1904,Stayed the Same,Increased,Decreased,Decreased,Stayed the Same,Government regulations,Loan from Family or Friends,"NA",Don't Know,6 months to less than 12 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,1
17389,1919,Stayed the Same,Decreased,Increased,Increased,Decreased,Increasing competition,CECRA,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17391,1900,Increased,Stayed the Same,Decreased,Increased,Decreased,"NA",CECRA,"NA",No,Not considering permanent closure or bankrupcy,Yes,Latin American,No,Yes,Yes,"NA",Yes,1,2,0
17397,1901,Stayed the Same,Decreased,Decreased,Increased,Decreased,Supply chain challenges,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Don't Know,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,5
17400,1995,Stayed the Same,Increased,Increased,Stayed the Same,Decreased,Shortage of space and equipment,CEBA,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17406,1914,Stayed the Same,Stayed the Same,Increased,Decreased,Decreased,Shortage of space and equipment,CECRA,"NA",Yes,12 months or more,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,2,2
17414,1992,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Cost of delivery and take out,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",Yes,No,"NA","NA",Yes,1,2,1
17419,1904,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Increasing competition,CECRA,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17425,1924,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Insufficent and/or fluctuating customer demand,Regional Relief and Recovery Fund,"NA",Don't Know,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
17426,2015,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Increasing competition,None of the Above,Did not meet eligibility requirements,No,12 months or more,No,"NA",No,Yes,Yes,"NA",No,1,2,4
17427,1950,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,High speed internet,CEBA,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17443,1948,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Government regulations,None of the Above,Did not meet eligibility requirements,Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17444,1984,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,High speed internet,None of the Above,Waiting for approval or submitting application,Don't Know,Less than 1 month,Yes,Japanese,No,Yes,Yes,"NA",Yes,1,2,1
17445,1917,Decreased,Increased,Decreased,Increased,Stayed the Same,Shortage of labour force,CEBA,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17448,1975,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Shortage of space and equipment,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,12 months or more,Yes,Latin American,No,No,"NA","NA",Yes,1,2,4
17456,1981,Stayed the Same,Decreased,Increased,Stayed the Same,Decreased,Shortage of labour force,CEBA,"NA",No,Not considering permanent closure or bankrupcy,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,2,2
17457,1928,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Maintaining sufficient cash flow or managing debt,None of the Above,Did not meet eligibility requirements,Don't Know,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17469,1966,Increased,Stayed the Same,Decreased,Increased,Decreased,Other,"Provincial, Territorial or Municipal Government Programs","NA",Yes,12 months or more,Yes,Arab,No,Yes,Yes,"NA",Yes,1,2,6
17476,2020,Decreased,Stayed the Same,Decreased,Increased,Increased,Rising cost of inputs,CEBA,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17480,2008,Stayed the Same,Increased,Decreased,Stayed the Same,Decreased,Other,CECRA,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,2,2
17498,1984,Decreased,Decreased,Decreased,Increased,Increased,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,2
17504,1941,Stayed the Same,Decreased,Decreased,Increased,Decreased,Increasing competition,None of the Above,Lack of awareness,No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17505,1997,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of labour force,Loan from Family or Friends,"NA",No,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,2,1
17514,1974,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,High speed internet,CEWS,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17517,2015,Stayed the Same,Decreased,Increased,Stayed the Same,Stayed the Same,"NA",CEBA,"NA",No,Not considering permanent closure or bankrupcy,Yes,Chinese,No,Yes,"No, but our business is considering it","NA",Very Limited (Under 5 Tables),1,2,2
17521,2008,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,High speed internet,Loan from Family or Friends,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,4
17525,1904,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Cost of insurance,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
17528,1915,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,Less than 1 month,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,7
17533,1990,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,"NA",CERS,"NA",Yes,Less than 1 month,Yes,Multiple Visible Minority,Yes,Yes,Yes,"NA",Yes,1,2,1
17537,1912,Decreased,Stayed the Same,Decreased,Increased,Stayed the Same,Shortage of space and equipment,"Provincial, Territorial or Municipal Government Programs","NA",Yes,3 months to less than 6 months,Yes,South Asian,No,No,"NA","NA",Yes,1,2,0
17538,1945,Stayed the Same,Increased,Increased,Increased,Decreased,Shortage of labour force,CEWS,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17539,1979,Stayed the Same,Decreased,Stayed the Same,Decreased,Decreased,Government regulations,CECRA,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17542,1966,Stayed the Same,Increased,Decreased,Stayed the Same,Decreased,Shortage of space and equipment,Other,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17547,1990,Increased,Stayed the Same,Decreased,Stayed the Same,Decreased,Recruiting and training skilled employees,CEBA,"NA",No,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17550,1942,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17551,1941,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Recruiting and training skilled employees,CEWS,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,2,8
17560,2009,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Insufficent and/or fluctuating customer demand,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Don't Know,No,"NA",Yes,No,"NA","NA",Yes,1,2,5
17565,1970,Decreased,Stayed the Same,Increased,Stayed the Same,Decreased,Rent expenses,"Provincial, Territorial or Municipal Government Programs","NA",Yes,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,2,4
17579,1971,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Rising cost of inputs,Loan from Family or Friends,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17581,1979,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,None of the Above,Did not meet eligibility requirements,No,Not considering permanent closure or bankrupcy,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,2,4
17583,2017,Decreased,Stayed the Same,Decreased,Decreased,Decreased,Rising cost of inputs,CERS,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17586,1966,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Other,Temporary 10% Wage Subsidy,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17587,2017,Stayed the Same,Decreased,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,Loan from Family or Friends,"NA",No,Less than 1 month,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,5
